item_id,item_name,size_w,size_h,base_price,icon_path,quality,quality_color,item_type,flavor_text,pool_tag,weight,enabled,w_dam_normal,w_dam_confidential,w_valley_confidential,w_aerospace_confidential,w_aerospace_top_secret,w_prison_top_secret
itm_00131,沉骨方,2,2,129734,res://assets/icons/items/itm_00005.png,gold,#b1a221,building,将卡萨虔诚信徒的骨灰以某种及其古老的技艺烧制而出的装饰砖，随时间流逝，表面将呈现不同的浮雕纹路，据说可以预测家族命运。,legendary,50,1,0.5,1,1,1,2,2
itm_00132,滴水嘴兽,3,2,1450943,res://assets/icons/items/itm_00006.png,red,#a4492a,building,屋檐下的必备品，美观和实用性兼备。,common,50,1,0.02,0.06,0.06,0.06,0.2,0.2
itm_00133,便携暖炉,3,3,2156486,res://assets/icons/items/itm_00006.png,red,#a4492a,building,能够在任何需要的地方提供温暖，别忘记及时为它补充浮质。,common,50,1,0.02,0.06,0.06,0.06,0.2,0.2
itm_00134,油壶,1,1,962,res://assets/icons/items/itm_00001.png,white,#B2B2B2,daily,在帝国的某块疆域，盛产优质的橄榄，从中榨取的油也成了卡萨人厨房不可或缺的调料。,mythic,50,1,50,30,0.3,30,10,10
itm_00135,研钵,1,1,895,res://assets/icons/items/itm_00001.png,white,#B2B2B2,daily,卡萨人使用的香料往往来自于空域各处，不少需要经过研磨才能为食物调味。,common,50,1,50,30,0.15,30,10,10
itm_00136,木碗,1,1,920,res://assets/icons/items/itm_00001.png,white,#B2B2B2,daily,清洗得还算干净的木碗，可以用来装浓汤，但小心别烫到手。,common,50,1,50,30,0.06,30,10,10
itm_00137,粉盒,1,1,1135,res://assets/icons/items/itm_00001.png,white,#B2B2B2,daily,平价化妆品，一盒可以用很久。,common,50,1,50,30,0.03,30,10,10
itm_00138,锡杯,1,1,1005,res://assets/icons/items/itm_00001.png,white,#B2B2B2,daily,痛饮吧，和空艇的朋友们不醉不归。,rare,50,1,50,30,0.3,30,10,10
itm_00139,餐叉,1,1,1770,res://assets/icons/items/itm_00002.png,green,#44612b,daily,可以优雅地叉起一块肉，却无法得体地舀起一口汤。,common,50,1,30,20,0.3,20,10,10
itm_00140,唇膏,1,1,2103,res://assets/icons/items/itm_00002.png,green,#44612b,daily,涂抹到嘴唇上之前请确保手指是干净的。,common,50,1,30,20,0.3,20,10,10
itm_00141,剑油瓶,1,1,1837,res://assets/icons/items/itm_00002.png,green,#44612b,daily,剑油一滴不剩，看来它主人的下场也好不到哪去。,mythic,50,1,30,20,0.3,20,10,10
itm_00142,蜡膏,1,1,2048,res://assets/icons/items/itm_00002.png,green,#44612b,daily,已经见底的蜡膏，一定是某位极其爱惜弓箭的弩手的所有物。,common,50,1,30,20,0.3,20,10,10
itm_00143,镫,1,1,2465,res://assets/icons/items/itm_00002.png,green,#44612b,daily,乱战中被某位骑士不小心踢掉，相信这位骑士已经凶多吉少。,legendary,50,1,30,20,20,20,10,10
itm_00144,兽面头盔,1,1,2202,res://assets/icons/items/itm_00002.png,green,#44612b,daily,巴尔达尼亚士兵特有的兽面头盔哦，他们相信戴上会获得来自先祖的力量。,uncommon,50,1,30,20,20,20,10,10
itm_00145,磨刀石,1,1,2938,res://assets/icons/items/itm_00002.png,green,#44612b,daily,普通的磨刀石，足够将制式武器打磨锋利。,common,50,1,30,20,20,20,10,10
itm_00146,攀爬绳,1,1,2723,res://assets/icons/items/itm_00002.png,green,#44612b,daily,牢固的绳索，根据现场情况有多种用途。,common,50,1,30,20,20,20,10,10
itm_00147,信号棒,1,1,2844,res://assets/icons/items/itm_00002.png,green,#44612b,daily,内嵌一次性的埃洛德法阵，拔出木塞即可触发足以照亮夜空的火光。,common,50,1,30,20,20,20,10,10
itm_00148,旗帜,2,2,4467,res://assets/icons/items/itm_00002.png,green,#44612b,daily,属于巴尔达尼亚某个家族的旗帜，已和它的族人一同陨落。,common,50,1,30,20,20,20,10,10
itm_00149,烤炉,2,2,4927,res://assets/icons/items/itm_00002.png,green,#44612b,daily,帝国人知道怎样烹饪肉类才最美味。,rare,50,1,30,20,20,20,10,10
itm_00150,水壶,1,2,5061,res://assets/icons/items/itm_00002.png,green,#44612b,daily,不论是喝水还是洗手，水壶都是不可或缺的容器。,common,50,1,30,20,20,20,10,10
itm_00151,汤锅,2,2,5508,res://assets/icons/items/itm_00002.png,green,#44612b,daily,便携汤锅，能让探险者在野外煮上一锅热汤温暖身心。,common,50,1,30,20,20,20,10,10
itm_00152,被服套装,2,2,6463,res://assets/icons/items/itm_00002.png,green,#44612b,daily,内含一人用的寝具。,common,50,1,30,20,20,20,10,10
itm_00153,真皮剑套,1,1,8362,res://assets/icons/items/itm_00003.png,blue,#29487d,daily,对于战士来说，没什么比合身的剑套更重要，谁也不想面对敌人时拔出的剑被卡住。,legendary,50,1,50,30,30,30,40,40
itm_00154,餐刀,1,1,11173,res://assets/icons/items/itm_00003.png,blue,#29487d,daily,一把私人餐刀，刀柄上的名字缩写已经模糊不清。,uncommon,50,1,50,30,30,30,40,40
itm_00155,半瓶棕榈油,1,1,8882,res://assets/icons/items/itm_00003.png,blue,#29487d,daily,已经被使用了一半，似乎上一位使用者十分善待自己的武器。,common,50,1,50,30,30,30,40,40
itm_00156,黢黑的坩埚,1,1,11866,res://assets/icons/items/itm_00003.png,blue,#29487d,daily,被用的很旧，内壁上粘着各种难辨的污垢，用它熬煮药剂会令人感到不安。,legendary,50,1,50,30,30,30,40,40
itm_00157,抛光的配重球,1,1,9387,res://assets/icons/items/itm_00003.png,blue,#29487d,daily,在剑柄末端拧上一颗金属球，用来配重和锤击。这是半剑剑法会使用到的武器改良，典型的巴尔科尼亚做派。,rare,50,1,50,30,30,30,40,40
itm_00158,武器链,1,1,10119,res://assets/icons/items/itm_00003.png,blue,#29487d,daily,不能防止武器从手中滑脱，只能提高把武器捡回来的速度。,rare,50,1,50,30,30,30,40,40
itm_00159,云泡石烟斗,1,1,10177,res://assets/icons/items/itm_00003.png,blue,#29487d,daily,斗钵以珍贵的云泡石雕刻而成的烟斗。,rare,50,1,50,30,30,30,40,40
itm_00160,香水,1,1,11535,res://assets/icons/items/itm_00003.png,blue,#29487d,daily,风靡于富人之间的香气制品，让人暂时忘却不能洗澡的悲伤。,uncommon,50,1,50,30,30,30,40,40
itm_00161,工具套装,1,1,14651,res://assets/icons/items/itm_00003.png,blue,#29487d,daily,常用修理工具套装，用以修复各种前线设备。,common,50,1,50,30,30,30,40,40
itm_00162,工兵铲,2,1,14472,res://assets/icons/items/itm_00003.png,blue,#29487d,daily,挖掘战壕和坑道时的必备工具。,rare,50,1,50,30,30,30,40,40
itm_00163,携行具套装,1,2,15914,res://assets/icons/items/itm_00003.png,blue,#29487d,daily,制式携行具套装，牢固的材质可供长期使用。,common,50,1,50,30,30,30,40,40
itm_00164,野营套装,2,2,17199,res://assets/icons/items/itm_00003.png,blue,#29487d,daily,包含简易帐篷在内的野营工具套装，给予野外宿营十足的安全感。,rare,50,1,50,30,30,30,40,40
itm_00165,高脚杯,1,1,16196,res://assets/icons/items/itm_00004.png,purple,#4e297d,daily,以水晶制成的高脚杯，据说倒在里面的酒不会让人喝醉。,common,50,1,3,10,10,10,20,20
itm_00166,银餐盘,1,1,20446,res://assets/icons/items/itm_00004.png,purple,#4e297d,daily,货真价实的银打造的餐盘，能有效检验食物是否有毒。,common,50,1,3,10,10,10,20,20
itm_00167,斗篷别针,1,1,23089,res://assets/icons/items/itm_00004.png,purple,#4e297d,daily,曾经别住某位指挥官威风凛凛的斗篷，但主人的命运显然已经陨落。,uncommon,50,1,3,10,10,10,20,20
itm_00168,蒸馏器,2,2,41849,res://assets/icons/items/itm_00004.png,purple,#4e297d,daily,相当珍贵的仪器，能把谷物和水果变成换取钱币的液体。,common,50,1,3,10,10,10,20,20
itm_00169,矛头,1,1,62155,res://assets/icons/items/itm_00005.png,gold,#b1a221,daily,曾属不熄之地重新熔炼的某把长枪，折断之后先祖的庇护仍在。,legendary,50,1,0.5,1,1,1,2,2
itm_00170,袖珍日晷,1,1,68903,res://assets/icons/items/itm_00005.png,gold,#b1a221,daily,对于虔诚的信徒来说，一天中最重要的时刻都和这小小的日晷相关，阴天的时候除外。,uncommon,50,1,0.5,1,1,1,2,2
itm_00171,号角,1,2,81502,res://assets/icons/items/itm_00005.png,gold,#b1a221,daily,一只弯曲的号角，没有多余的装饰，朴素却代代相传。,legendary,50,1,0.5,1,1,1,2,2
itm_00172,狮头印,1,2,288006,res://assets/icons/items/itm_00005.png,gold,#b1a221,daily,由巴尔达尼亚至高王赐予远征军最高将领的信物，另一半不知所踪。制作红色武器及装备的关键道具，无法交易，仅可通过局内搜索获得。,common,50,1,0.05,1,1,1,2,2
itm_00173,闪辉管,1,1,175607,res://assets/icons/items/itm_00006.png,red,#a4492a,daily,能以法术激发出光芒的装置，是战场上各类照明道具的核心。,uncommon,50,1,0.1,0.3,0.3,0.3,1,1
itm_00174,镀金油灯,1,2,337764,res://assets/icons/items/itm_00006.png,red,#a4492a,daily,真正的金子哪怕只有薄薄一层，也不会因为燃灯的温度融化。,uncommon,50,1,0.05,0.15,0.15,0.15,0.5,0.5
itm_00175,砍骨刀,2,3,1491736,res://assets/icons/items/itm_00006.png,red,#a4492a,daily,各种肉类是卡萨人最喜欢的食物，处理它们也需要对应的工具。,common,50,1,0.02,0.06,0.06,0.06,0.2,0.2
itm_00176,云丝披肩,3,3,1988422,res://assets/icons/items/itm_00006.png,red,#a4492a,daily,一件以珍贵云丝编织而成的古董披风，不能御寒，更无法防风挡雨，除了昂贵美丽之外一无是处。,uncommon,50,1,0.01,0.03,0.03,0.03,0.2,0.2
itm_00177,古国铜币,1,1,2326,res://assets/icons/items/itm_00002.png,green,#44612b,art,古卡萨帝国时期的铜币。其价值早已与那个辉煌的年代一同崩解。,uncommon,50,1,30,20,20,0.3,10,1
itm_00178,蘸水笔,1,1,3286,res://assets/icons/items/itm_00002.png,green,#44612b,art,一支刻有使用者名字的笔，频繁的使用让它磨损得很快。,legendary,50,1,30,20,20,20,10,1
itm_00179,装饰花瓶,1,2,3974,res://assets/icons/items/itm_00002.png,green,#44612b,art,通常比置入其中的植物昂贵。,rare,50,1,30,20,20,20,10,1
itm_00180,乳香,1,2,4046,res://assets/icons/items/itm_00002.png,green,#44612b,art,一种常见的熏香料，放在提炉中点燃，营造神秘的宗教氛围。,common,50,1,30,20,20,20,10,1
itm_00181,讲道台,2,2,6012,res://assets/icons/items/itm_00002.png,green,#44612b,art,可移动的讲道台，方便随时传播信仰，也方便在不可传教的地方立刻逃走。,rare,50,1,30,20,20,20,10,1
itm_00182,艺术挂毯,2,2,4941,res://assets/icons/items/itm_00002.png,green,#44612b,art,让冰冷的墙面变得更加温暖。,common,50,1,30,20,20,20,10,0.5
itm_00183,裹尸布,2,2,5584,res://assets/icons/items/itm_00002.png,green,#44612b,art,在有身份的逝者彻底与大地融为一体之前，这是他们体面的尊严。,common,50,1,30,20,20,20,10,0.2
itm_00184,火漆印章,1,1,9133,res://assets/icons/items/itm_00003.png,blue,#29487d,art,想必印章的主人有很多需要处理的文件。,rare,50,1,50,30,30,30,40,0.2
itm_00185,圣烛,1,2,15352,res://assets/icons/items/itm_00003.png,blue,#29487d,art,仪式专用的纯白蜡烛，不可用在他处，会被指控为亵渎。,common,50,1,50,30,30,30,40,0.2
itm_00186,随手涂抹的笔记,1,2,11677,res://assets/icons/items/itm_00003.png,blue,#29487d,art,至少我看不懂。,legendary,50,1,50,30,30,30,40,0.1
itm_00187,滤光器,1,2,18271,res://assets/icons/items/itm_00003.png,blue,#29487d,art,以特殊工艺加工的玻璃，能够吸收、削弱特定的埃洛德。发挥作用时，表面会出现特殊的光膜——有些人会对这种现象感到非常不安。,common,50,1,50,30,30,30,40,0.01
itm_00188,斗兽棋子,1,1,14257,res://assets/icons/items/itm_00004.png,purple,#4e297d,art,来自巴尔达尼亚的舶来品，也是风靡国内的一种战略棋。,mythic,50,1,3,10,10,10,20,1
itm_00189,定影剂,2,1,18545,res://assets/icons/items/itm_00004.png,purple,#4e297d,art,标签上写着“避免储存于浮质环境异常的场所”。,common,50,1,3,10,10,10,20,1
itm_00190,灵仪,1,2,27580,res://assets/icons/items/itm_00004.png,purple,#4e297d,art,卡萨帝国流行的工艺品，用金属模拟了灵的形成原理。,common,50,1,3,10,10,10,20,0.5
itm_00191,圣鳞饼,1,1,23663,res://assets/icons/items/itm_00004.png,purple,#4e297d,art,像龙鳞一样的小面饼，虔诚的信徒可以一口吞下。,common,50,1,3,10,10,10,20,0.5
itm_00192,雕花相框,1,2,26770,res://assets/icons/items/itm_00004.png,purple,#4e297d,art,雕有精美纹饰的相框，为它承载的一切增光添彩。,rare,50,1,3,10,10,10,20,0.5
itm_00193,沙漏,1,2,34782,res://assets/icons/items/itm_00004.png,purple,#4e297d,art,将它翻动之后，时间的流逝便肉眼可见。,common,50,1,3,10,10,10,20,0.2
itm_00194,乳牙吊坠,1,2,36440,res://assets/icons/items/itm_00004.png,purple,#4e297d,art,这是它换牙时掉落的第一颗牙齿，在卡萨的习俗中，父母会把这颗牙齿作为纪念品为孩子珍藏，于是它一直戴着。,uncommon,50,1,3,10,10,10,20,0.2
itm_00195,奉祭碟,1,1,57845,res://assets/icons/items/itm_00005.png,gold,#b1a221,art,一些极端虔诚的信徒会每日在神像前的小碟中献上自己的鲜血。,common,50,1,0.5,1,1,1,2,0.2
itm_00196,拆信刀,1,1,62845,res://assets/icons/items/itm_00005.png,gold,#b1a221,art,这里的主人经常收到信件，也非常喜欢宣示其爱用物的主权。,common,50,1,0.5,1,1,1,2,0.2
itm_00197,缩聚珠,1,1,89495,res://assets/icons/items/itm_00005.png,gold,#b1a221,art,下葬的第一步，放入逝者口中可以迅速榨取他们的塔图恩之力。,rare,50,1,0.5,1,1,1,2,2
itm_00198,鼻烟壶,1,1,107974,res://assets/icons/items/itm_00005.png,gold,#b1a221,art,在卡萨帝国贵族中流传的消遣品，可根据个人喜好调配内容物。,common,50,1,0.5,1,1,1,2,2
itm_00199,小龙玩偶,1,1,81653,res://assets/icons/items/itm_00005.png,gold,#b1a221,art,属于孩童的布偶，曾在无数个夜晚哄着没有父亲陪伴的孩子入眠。,mythic,50,1,0.5,1,1,1,2,2
itm_00200,香薰炉,1,2,85027,res://assets/icons/items/itm_00005.png,gold,#b1a221,art,巴尔达尼亚人的爱用品。传至帝国后，人们拓展了它的用途。,common,50,1,0.5,1,1,1,2,2
itm_00201,风暴瓶,2,1,114572,res://assets/icons/items/itm_00005.png,gold,#b1a221,art,在无人查看的角落，安静地记录着一场场风暴。,common,50,1,0.5,1,1,1,2,2
itm_00202,八音盒,1,2,91550,res://assets/icons/items/itm_00005.png,gold,#b1a221,art,拧紧发条，聆听一串晶莹剔透的时光。,uncommon,50,1,0.5,1,1,1,2,2
itm_00203,万花筒,3,2,100298,res://assets/icons/items/itm_00004.png,purple,#4e297d,art,没有特殊的力量，但依旧容易偷走凝视之人的时光。,mythic,50,1,1,10,10,10,20,20
itm_00204,血灰坛,2,3,113998,res://assets/icons/items/itm_00004.png,purple,#4e297d,art,卡萨人死后抽干的血肉被封装入坛，供奉于教堂处点燃，据说会照亮通往永恒战场的路。,rare,50,1,1,10,10,10,20,20
itm_00205,圣水盆,3,1,145282,res://assets/icons/items/itm_00005.png,gold,#b1a221,art,虽然里面的圣水已经干涸，但它曾清洗过无数信徒的手。,uncommon,50,1,0.5,1,1,1,2,2
itm_00206,教钟,2,2,198111,res://assets/icons/items/itm_00005.png,gold,#b1a221,art,钟声响起时，信徒们就知道该去教堂集合了。,common,50,1,0.5,1,1,1,2,2
itm_00207,神像摆件,1,1,210713,res://assets/icons/items/itm_00006.png,red,#a4492a,art,家中如果没有神像，只能说明主人不够虔诚。,common,50,1,0.1,0.3,0.3,0.3,1,1
itm_00208,提炉,1,1,215036,res://assets/icons/items/itm_00006.png,red,#a4492a,art,一尊银质的提炉，炉体镂空的部分曾散发出缭绕的白烟。,common,50,1,0.1,0.3,0.3,0.3,1,1
itm_00209,圣龙杯,1,2,331170,res://assets/icons/items/itm_00006.png,red,#a4492a,art,吃过鳞饼，还要喝一口盛放在圣龙杯中的酒，才算完成一道仪式。,uncommon,50,1,0.1,0.3,0.3,0.3,1,1
itm_00210,龙骨念珠,2,1,347280,res://assets/icons/items/itm_00006.png,red,#a4492a,art,由信徒们自愿捐出的遗骨打磨出的念珠，他们相信这样会更容易得到神的青睐。,uncommon,50,1,0.1,0.3,0.3,0.3,1,1
itm_00211,永燃灯芯,3,2,391072,res://assets/icons/items/itm_00005.png,gold,#b1a221,art,不知为何，这团幽暗的微光让你感到情绪有些低落。,common,50,1,0.2,1,0.3,0.3,2,1
itm_00212,圣音琴,2,2,429830,res://assets/icons/items/itm_00006.png,red,#a4492a,art,琴身由龙骨和黄金打造，演奏时会发出类似巨龙吟啸的声音，在仪式中被信徒视为“圣音”。,legendary,50,1,0.1,0.3,0.3,0.3,1,1
itm_00213,三首钟,4,1,669701,res://assets/icons/items/itm_00006.png,red,#a4492a,art,装点着古老三头龙装饰的钟表，表盘永远停留在了某个时刻。,common,50,1,0.05,0.15,0.15,0.15,0.5,0.5
itm_00214,半身像,2,3,1297557,res://assets/icons/items/itm_00006.png,red,#a4492a,art,城堡主人的石膏半身像，破损严重。,uncommon,50,1,0.02,0.06,0.06,0.06,0.2,0.2
itm_00215,《创生》,2,3,1282036,res://assets/icons/items/itm_00006.png,red,#a4492a,art,卡萨帝国传奇宗教画师瑟莱斯特生前最后一幅画作，描绘了白色巨龙创造其子民的盛景。,uncommon,50,1,0.02,0.06,0.06,0.06,0.2,0.2
itm_00216,工艺雕像,3,2,1336304,res://assets/icons/items/itm_00006.png,red,#a4492a,art,某古代工匠的作品，其上铭刻的记忆因岁月的冲刷而模糊不清。,common,50,1,0.02,0.06,0.06,0.06,0.2,0.2
itm_00217,空艇模型,3,3,2122329,res://assets/icons/items/itm_00006.png,red,#a4492a,art,一个关于天空的浓缩幻想，购买它的人大多仅满足于此。,uncommon,50,1,0.01,0.03,0.03,0.03,0.1,0.1
itm_00218,血珀项链,1,1,13798384,res://assets/icons/items/itm_00006.png,red,#a4492a,art,某位教会显贵的私人饰品，不知被何人盗墓掘出。,uncommon,50,1,0.001,0.003,0.003,0.003,0.01,0.01
itm_00219,嚼着花瓣的夜晚,1,1,857,res://assets/icons/items/itm_00001.png,white,#B2B2B2,document,一本往来书信集，记录了两位天各一方的朋友有关友情、道德、文学、时政的不同看法，因其极高的文学和哲学价值，于二人离世后被付梓。,rare,50,1,50,30,30,0.3,10,1
itm_00220,军需官手册,1,1,1039,res://assets/icons/items/itm_00001.png,white,#B2B2B2,document,记载着龙裔士兵各种武器的数量及其他耗材的手册，一直处于更新状态，直到它的记录者殒命。,uncommon,50,1,50,30,30,0.3,10,1
itm_00221,实用药剂学,2,1,1855,res://assets/icons/items/itm_00001.png,white,#B2B2B2,document,图文并茂的药剂配方合集，请在专业人士指导下阅读并使用。,common,50,1,50,30,30,0.15,10,0.5
itm_00222,墓园设计图,2,1,1955,res://assets/icons/items/itm_00001.png,white,#B2B2B2,document,对于重视丧葬仪式的种族来说，花心思去设计一座精致的墓园是非常必要的。,common,50,1,50,30,30,0.15,10,0.5
itm_00223,空岛探险指南,2,1,2041,res://assets/icons/items/itm_00001.png,white,#B2B2B2,document,市面上泛滥的探险指导书，充斥着陈词滥调，无一例外都是模仿与抄袭。,rare,50,1,50,30,30,0.15,10,0.5
itm_00224,空艇操作手册,2,1,2982,res://assets/icons/items/itm_00002.png,green,#44612b,document,一本薄薄的册子，只有最基础的操作引导，并不能应对更复杂的情况。,mythic,50,1,30,20,20,0.06,10,0.2
itm_00225,安纳斯寓言,2,1,2986,res://assets/icons/items/itm_00002.png,green,#44612b,document,风靡已久，再版多次的寓言故事书，其内容短小精悍，是很多孩子的启蒙读物。,common,50,1,30,20,20,0.06,10,0.2
itm_00226,航行地图,2,1,4210,res://assets/icons/items/itm_00002.png,green,#44612b,document,失传已久的大航海地图，据说能找到传说中的宝藏。,uncommon,50,1,30,20,20,0.06,10,0.2
itm_00227,字典,1,2,4685,res://assets/icons/items/itm_00002.png,green,#44612b,document,每一位语言学习者必备的工具书，不仅扩充词汇量，还能防身。,common,50,1,30,20,20,0.06,10,0.2
itm_00228,风尚食谱,1,1,7657,res://assets/icons/items/itm_00003.png,blue,#29487d,document,某位厨师的所有物，详细介绍了许多卡萨帝国流行美食的烹饪方法。,common,50,1,50,30,30,30,40,40
itm_00229,失落之岛,1,2,14015,res://assets/icons/items/itm_00003.png,blue,#29487d,document,童话绘本，讲述了一位探险者根据祖父留下的日记，孤身踏上寻宝之旅的故事，然而作者没有完成结局便去世了。,common,50,1,50,30,30,30,40,40
itm_00230,论异端,1,1,12692,res://assets/icons/items/itm_00003.png,blue,#29487d,document,每位教会高层都要熟读的书籍，详细记载了不同信仰的形成与历史，试图证明白龙为唯一正统真神。,uncommon,50,1,50,30,30,30,40,40
itm_00231,永恒历程,1,3,28655,res://assets/icons/items/itm_00003.png,blue,#29487d,document,以长诗形式写成的巴尔达尼亚英雄故事，严格遵守初版内容，一字未改未删。,common,50,1,50,30,30,30,40,40
itm_00232,扩张与征服,1,2,23952,res://assets/icons/items/itm_00004.png,purple,#4e297d,document,一本历史经济学著作，内容枯燥乏味，却是卡萨帝国许多学院的指定教材。,uncommon,50,1,3,10,10,10,20,20
itm_00233,云生物种图鉴,2,2,43548,res://assets/icons/items/itm_00004.png,purple,#4e297d,document,印刷有些粗糙的图鉴，并没有记录很多云生物种。,common,50,1,1,10,10,10,20,20
itm_00234,灵学,1,1,67382,res://assets/icons/items/itm_00005.png,gold,#b1a221,document,出自某位矮人之手，以相当简洁的语言阐释了埃洛德与塔图恩结合的理论及诸多应用场景，内容不多，但值得反复研读。,rare,50,1,0.5,1,1,1,2,2
itm_00235,血色馈赠,1,1,229210,res://assets/icons/items/itm_00006.png,red,#a4492a,document,一本虚构小说，主人公为了取得神的信任，献祭了唯一的儿子，结果父子二人双双遭到诅咒。,uncommon,50,1,0.1,0.3,0.3,0.3,1,1
itm_00236,圣咏集,1,1,276192,res://assets/icons/items/itm_00006.png,red,#a4492a,document,收录自教会创立以来所有圣咏的曲谱及唱词，仍在不断再版。,uncommon,50,1,0.1,0.3,0.3,0.3,1,1
itm_00237,厄萨的涂鸦本,4,3,1131551,res://assets/icons/items/itm_00006.png,red,#a4492a,document,以孩童笔触完成的涂鸦，一条大龙背着它的小龙——但谁是厄萨？,common,50,1,0.05,0.15,0.15,0.15,0.5,0.5
itm_00238,空域图,3,2,2002120,res://assets/icons/items/itm_00006.png,red,#a4492a,document,保存完好，内容并不准确的图纸，从中可以窥见空域的广袤，仍有许多亟待完善的区域。,common,50,1,0.05,0.15,0.15,0.15,0.5,0.5
itm_00239,龙学大典,3,3,2127697,res://assets/icons/items/itm_00006.png,red,#a4492a,document,不知为何被销毁导致绝版的龙学研究巨著，作者不详。,common,50,1,0.05,0.15,0.15,0.15,0.5,0.5
itm_00240,赤铁矿,2,2,2264,res://assets/icons/items/itm_00001.png,white,#B2B2B2,raw_material,炼铁原料，仍需很多步骤才能成为一把利剑。,uncommon,50,1,50,30,30,30,10,0.2
itm_00241,杨木,1,1,2883,res://assets/icons/items/itm_00002.png,green,#44612b,raw_material,分布广泛的木料，材质并非最佳，但胜在廉价好用。,uncommon,50,1,30,20,20,20,10,0.2
itm_00242,谒石,1,1,3908,res://assets/icons/items/itm_00002.png,green,#44612b,raw_material,巨人的眷属没有遗忘他，依然会献上石头进行拜谒。,mythic,50,1,30,20,20,20,10,0.2
itm_00243,方铅矿,1,1,8998,res://assets/icons/items/itm_00003.png,blue,#29487d,raw_material,印刷行业最青睐的矿石，熔炼方式却堪称原始。,common,50,1,50,30,30,30,40,0.2
itm_00244,黄铜矿,1,1,11759,res://assets/icons/items/itm_00003.png,blue,#29487d,raw_material,永远不要因为开采出黄铜矿而兴奋，那并不是黄金。,common,50,1,50,30,30,30,40,40
itm_00245,白铅矿,1,1,12706,res://assets/icons/items/itm_00003.png,blue,#29487d,raw_material,可以制作成颜料，但要格外小心它的毒性。,legendary,50,1,50,30,30,30,40,40
itm_00246,闪锌矿,2,2,22200,res://assets/icons/items/itm_00003.png,blue,#29487d,raw_material,其提取物用途广泛，但只有矮人一族深谙如何发挥最大功效。,rare,50,1,50,30,30,30,40,40
itm_00247,铝土矿,2,2,23481,res://assets/icons/items/itm_00003.png,blue,#29487d,raw_material,不少工匠都懂得如何用铝土矿制作耐火材料。,uncommon,50,1,50,30,30,30,40,40
itm_00248,松木,1,1,23084,res://assets/icons/items/itm_00004.png,purple,#4e297d,raw_material,质软易于加工的木料。比起它的枝干，有些空岛居民更喜欢它的果实。,uncommon,50,1,3,10,10,10,20,20
itm_00249,石膏,2,1,26025,res://assets/icons/items/itm_00004.png,purple,#4e297d,raw_material,常见的矿物，用途并不止于雕塑艺术。,uncommon,50,1,3,10,10,10,20,20
itm_00250,细砂,1,2,36241,res://assets/icons/items/itm_00004.png,purple,#4e297d,raw_material,质地均匀的细沙，可用于填平各种缝隙。,common,50,1,3,10,10,10,20,20
itm_00251,燧石,1,3,45678,res://assets/icons/items/itm_00004.png,purple,#4e297d,raw_material,探险家背包常备物品，用于在野外生火。,uncommon,50,1,3,10,10,10,20,20
itm_00252,辰砂,1,1,68426,res://assets/icons/items/itm_00005.png,gold,#b1a221,raw_material,危险的红色矿物，可以加工成颜料，但要小心毒性。,rare,50,1,0.5,1,1,1,2,2
itm_00253,浮石,3,2,84916,res://assets/icons/items/itm_00004.png,purple,#4e297d,raw_material,萦绕埃洛德之力的石块，其力量带来的悬浮高度有限。,rare,50,1,1,10,10,10,20,20
itm_00254,碎骸,2,3,376733,res://assets/icons/items/itm_00005.png,gold,#b1a221,raw_material,渗入塔图恩之力的石块，其力量并不足以坠向世界树的末端。,rare,50,1,0.2,1,1,1,2,2
itm_00255,石墨,3,2,1355157,res://assets/icons/items/itm_00006.png,red,#a4492a,raw_material,大部分空域制图师都会利用石墨制造称心的铅笔。,common,50,1,0.02,0.06,0.06,0.06,0.2,0.2
itm_00256,紫水晶,4,3,1427701,res://assets/icons/items/itm_00006.png,red,#a4492a,raw_material,珍贵的矿物，可以打造成宝石首饰。,rare,50,1,0.02,0.06,0.06,0.06,0.2,0.2
itm_00257,琥珀商馆的宝石,3,3,2254624,res://assets/icons/items/itm_00006.png,red,#a4492a,raw_material,最深的黑夜也无法掩盖它金色的光泽，需要非常谨慎地保管。,common,50,1,0.02,0.06,0.06,0.06,0.2,0.2
itm_00258,金矿,3,4,1500000,res://assets/icons/items/itm_00006.png,red,#a4492a,raw_material,完成琥珀商馆局内任务后产出的珍贵宝石，成功撤离带出该宝石后可获得无上荣耀，是仓库升级的重要材料，无法通过交易行获取，仅可通过局内带出。,common,50,1,0.02,0.06,0.06,0.06,0.2,0.2
